Country,ConvertedCompYearly,YearsCode,Job_Level,JobSat,RemoteWork,Industry,OrgSize,OrgSize_Category,Employment,DevType,EdLevel,Age
United States of America,160000,21,Senior,10,Hybrid-InPerson,Government,5000 - 9999,Large,Employed,Data/AI,Professional,35-44
United States of America,170000,42,Senior,9,Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,55-64
Croatia,55687,15,Mid,8,Remote,Software Development,1000 - 4999,Medium,Employed,Other,Secondary school ,35-44
Germany,48726,45,Senior,3,In-person,Other,<20,Small,Employed,Developer,Bachelors,55-64
Spain,51046,6,Mid,8,Remote,Manufacturing,10000+,Large,Employed,Developer,Bachelors,25-34 
Switzerland,147552,12,Mid,8,Hybrid-Flexible,Banking Services,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
United States of America,68000,40,Senior,4,Remote,Software Development,500 - 999,Medium,Employed,Developer,Bachelors,45-54 
India,1395,1,Junior,2,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Israel,9413,14,Mid,7,Hybrid-InPerson,Computer System Services,100 - 499,Medium,Employed,Developer,Other,45-54 
Sweden,89811,28,Senior,7,Flexible,Computer System Services,100 - 499,Medium,Employed,Architect,Secondary school ,35-44
Italy,29004,15,Mid,5,In-person,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Spain,34804,15,Mid,7,In-person,Computer System Services,1000 - 4999,Medium,Employed,Research,Professional,25-34 
United States of America,350000,25,Senior,9,Remote,Software Development,I don’t know,Unknown,Employed,Developer,Bachelors,35-44
Guatemala,15615,11,Mid,2,Hybrid-InPerson,Banking Services,100 - 499,Medium,Employed,Developer,Masters,25-34 
Germany,92696,20,Senior,5,Flexible,Media Services,10000+,Large,Employed,Developer,Bachelors,35-44
United States of America,167000,18,Senior,5,In-person,Other,10000+,Large,Employed,Developer,Bachelors,35-44
United Kingdom of Great Britain and Northern Ireland,258669,30,Senior,6,Remote,Software Development,100 - 499,Medium,Employed,Manager,Masters,45-54 
United States of America,250000,16,Senior,7,Remote,Healthcare,1000 - 4999,Medium,Employed,Developer,Some college,25-34 
Germany,41069,3,Mid,9,In-person,Software Development,20 - 99 ,Small,Employed,Developer,Secondary school ,18-24
United States of America,170000,10,Mid,8,Remote,Software Development,100 - 499,Medium,Employed,Developer,Masters,25-34 
Germany,55687,40,Senior,7,Remote,Software Development,20 - 99 ,Small,Self-employed,Developer,Secondary school ,55-64
Austria,81210,15,Mid,10,Hybrid-InPerson,Software Development,100 - 499,Medium,Employed,Developer,Some college,25-34 
Italy,55687,11,Mid,7,Hybrid-Flexible,Supply Chain,10000+,Large,Employed,Data/AI,Masters,25-34 
Germany,127616,20,Senior,9,Remote,Software Development,<20,Small,Employed,Other,Masters,35-44
India,2790,2,Junior,7,In-person,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,18-24
Sri Lanka,100000,18,Senior,10,Remote,Software Development,20 - 99 ,Small,Employed,Architect,Masters,25-34 
Serbia,2970,8,Mid,7,Remote,Software Development,500 - 999,Medium,Employed,Developer,Bachelors,45-54 
Ukraine,3500,7,Mid,9,Remote,Retail Services,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
India,37197,2,Junior,4,Hybrid-InPerson,Software Development,10000+,Large,Employed,Data/AI,Bachelors,18-24
Austria,19722,10,Mid,9,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
Portugal,95132,14,Mid,8,Remote,Healthcare,100 - 499,Medium,Employed,Developer,Some college,25-34 
United States of America,225000,45,Senior,9,Remote,Telecomm  Services,100 - 499,Medium,Employed,Architect,Bachelors,55-64
United States of America,165000,7,Mid,5,Hybrid-InPerson,Fintech,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
Canada,65663,8,Mid,6,Hybrid-Flexible,Fintech,10000+,Large,Employed,Developer,Bachelors,25-34 
Canada,86180,16,Senior,4,Hybrid-InPerson,Government,10000+,Large,Employed,Data/AI,Professional,25-34 
Brazil,8046,5,Mid,7,Remote,Software Development,<20,Small,Employed,Developer,Bachelors,18-24
United States of America,145000,52,Senior,10,Flexible,Other,<20,Small,Employed,Developer,Bachelors,55-64
Canada,116733,20,Senior,1,Remote,Supply Chain,20 - 99 ,Small,Employed,Developer,Bachelors,35-44
Brazil,91018,31,Senior,6,Remote,Healthcare,100 - 499,Medium,Employed,Developer,Masters,35-44
India,40684,4,Mid,10,Hybrid-InPerson,Software Development,10000+,Large,Employed,Developer,Bachelors,25-34 
United States of America,405000,9,Mid,9,Remote,Software Development,10000+,Large,Employed,Data/AI,Masters,35-44
Germany,95132,17,Senior,9,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Some college,25-34 
United States of America,120600,10,Mid,7,Remote,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,18-24
United States of America,140000,14,Mid,8,Hybrid-InPerson,Healthcare,I don’t know,Unknown,Employed,Developer,Bachelors,35-44
United Kingdom of Great Britain and Northern Ireland,183791,14,Mid,7,Hybrid-Flexible,Software Development,10000+,Large,Employed,Data/AI,Masters,25-34 
United Kingdom of Great Britain and Northern Ireland,115720,25,Senior,8,Hybrid-Flexible,Software Development,<20,Small,Employed,Developer,Bachelors,35-44
Norway,118593,25,Senior,8,Hybrid-InPerson,Software Development,10000+,Large,Employed,Architect,Bachelors,35-44
Spain,100000,16,Senior,9,Remote,Telecomm  Services,20 - 99 ,Small,Employed,Developer,Associate,35-44
Poland,3275,5,Mid,4,Remote,Software Development,<20,Small,Student,Developer,Some college,18-24
Germany,104413,30,Senior,8,Hybrid-Flexible,Software Development,<20,Small,Employed,Architect,Some college,35-44
India,16274,10,Mid,5,Hybrid-Flexible,Computer System Services,10000+,Large,Employed,Data/AI,Bachelors,25-34 
Netherlands,81210,40,Senior,10,Flexible,Government,10000+,Large,Employed,Developer,Bachelors,65+
United States of America,80000,40,Senior,8,In-person,Software Development,20 - 99 ,Small,Employed,Developer,Some college,45-54 
Nigeria,15000,10,Mid,7,Remote,Banking Services,<20,Small,Employed,Developer,Bachelors,18-24
United States of America,190000,10,Mid,8,In-person,Telecomm  Services,10000+,Large,Employed,Developer,Bachelors,18-24
United Kingdom of Great Britain and Northern Ireland,279090,30,Senior,10,Remote,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,45-54 
United States of America,147,42,Senior,6,Remote,Other,5000 - 9999,Large,Employed,Developer,Masters,45-54 
France,126456,18,Senior,8,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Masters,25-34 
United States of America,215000,30,Senior,10,Flexible,Fintech,100 - 499,Medium,Employed,Developer,Masters,35-44
United Kingdom of Great Britain and Northern Ireland,65348,26,Senior,8,Remote,Software Development,<20,Small,Employed,Developer,Masters,45-54 
Switzerland,114073,8,Mid,6,Hybrid-InPerson,Banking Services,10000+,Large,Employed,Developer,Masters,25-34 
Hungary,31230,7,Mid,5,Hybrid-Flexible,Telecomm  Services,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
United States of America,120000,15,Mid,8,Remote,Banking Services,5000 - 9999,Large,Employed,Data/AI,Associate,35-44
Israel,300000,25,Senior,7,Hybrid-InPerson,Software Development,500 - 999,Medium,Employed,Manager,Bachelors,35-44
Belgium,45246,7,Mid,8,In-person,Other,100 - 499,Medium,Employed,Other,Bachelors,25-34 
Pakistan,12642,5,Mid,8,Remote,Software Development,1,Small,Employed,Developer,Bachelors,25-34 
Italy,62648,11,Mid,6,Hybrid-Flexible,Healthcare,5000 - 9999,Large,Employed,Developer,Masters,25-34 
United States of America,210000,15,Mid,8,Remote,Software Development,10000+,Large,Employed,Developer,Masters,25-34 
Serbia,48000,25,Senior,8,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Masters,35-44
Armenia,2075,6,Mid,8,Hybrid-Flexible,Software Development,10000+,Large,Employed,Developer,Some college,18-24
Germany,98612,20,Senior,6,Hybrid-Flexible,Manufacturing,10000+,Large,Employed,Other,Bachelors,35-44
India,41846,11,Mid,6,Hybrid-InPerson,Telecomm  Services,10000+,Large,Employed,Developer,Bachelors,25-34 
Ukraine,43139,12,Mid,6,Remote,Retail Services,10000+,Large,Employed,Data/AI,Masters,25-34 
India,33710,7,Mid,8,Remote,Supply Chain,20 - 99 ,Small,Employed,Data/AI,Bachelors,25-34 
Canada,109438,18,Senior,8,Hybrid-InPerson,Government,5000 - 9999,Large,Employed,Data/AI,Masters,25-34 
Israel,170603,15,Mid,8,Hybrid-Flexible,Retail Services,20 - 99 ,Small,Employed,Developer,Secondary school ,35-44
United States of America,200000,18,Senior,7,Remote,Software Development,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
Sweden,119497,26,Senior,8,Flexible,Software Development,20 - 99 ,Small,Employed,Founder,Masters,25-34 
United Kingdom of Great Britain and Northern Ireland,29951,11,Mid,9,Hybrid-InPerson,Higher Education,5000 - 9999,Large,Employed,Research,Masters,18-24
United States of America,125105,13,Mid,6,Hybrid-Flexible,Healthcare,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
Italy,46406,10,Mid,5,Remote,Fintech,20 - 99 ,Small,Employed,Developer,Secondary school ,25-34 
Spain,75410,14,Mid,7,Remote,Media Services,100 - 499,Medium,Employed,Developer,Associate,35-44
Sri Lanka,999,4,Mid,8,Hybrid-InPerson,Software Development,1000 - 4999,Medium,Employed,Developer,Bachelors,18-24
United States of America,134000,10,Mid,6,Hybrid-Flexible,Healthcare,5000 - 9999,Large,Employed,Developer,Bachelors,25-34 
Finland,3712,10,Mid,5,Remote,Software Development,<20,Small,Employed,Developer,Masters,45-54 
Spain,71929,27,Senior,8,Remote,Retail Services,100 - 499,Medium,Employed,Developer,Some college,45-54 
Chile,42412,11,Mid,7,Hybrid-Flexible,Healthcare,100 - 499,Medium,Employed,Developer,Some college,25-34 
United States of America,65000,10,Mid,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
Austria,81210,16,Senior,7,Remote,Telecomm  Services,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
Austria,60328,8,Mid,8,Flexible,Software Development,I don’t know,Unknown,Employed,Developer,Some college,18-24
Mexico,17055,6,Mid,7,Remote,Fintech,<20,Small,Employed,Developer,Bachelors,25-34 
United States of America,10000,5,Mid,5,Flexible,Software Development,10000+,Large,Employed,Data/AI,Bachelors,25-34 
Netherlands,70885,13,Mid,8,Hybrid-InPerson,Healthcare,<20,Small,Employed,Developer,Masters,25-34 
Belgium,55478,5,Mid,9,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Some college,25-34 
United States of America,150000,14,Mid,4,Remote,Energy,1000 - 4999,Medium,Employed,Developer,Masters,35-44
Ireland,96292,14,Mid,8,In-person,Software Development,10000+,Large,Employed,Developer,Masters,25-34 
United States of America,88000,4,Mid,4,Remote,Healthcare,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
Ukraine,48000,9,Mid,9,Hybrid-Flexible,Software Development,20 - 99 ,Small,Employed,Data/AI,Masters,18-24
Taiwan,37275,10,Mid,3,In-person,Software Development,100 - 499,Medium,Employed,Data/AI,Associate,45-54 
France,48726,10,Mid,7,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Some college,25-34 
Canada,58367,20,Senior,8,Hybrid-Flexible,Government,100 - 499,Medium,Employed,Developer,Associate,35-44
United States of America,48000,9,Mid,10,Remote,Software Development,<20,Small,Student,Developer,Associate,18-24
China,27857,33,Senior,8,In-person,Manufacturing,10000+,Large,Employed,Data/AI,Professional,45-54 
United States of America,87000,27,Senior,7,Hybrid-InPerson,Software Development,I don’t know,Unknown,Employed,Developer,Bachelors,35-44
Australia,149522,30,Senior,7,Hybrid-Flexible,Banking Services,10000+,Large,Employed,Developer,Bachelors,35-44
Australia,110516,9,Mid,8,Hybrid-Flexible,Retail Services,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
United States of America,150000,6,Mid,9,Hybrid-InPerson,Other,500 - 999,Medium,Employed,Data/AI,Bachelors,25-34 
Finland,38981,40,Senior,6,Remote,Software Development,<20,Small,Self-employed,Developer,Masters,45-54 
United States of America,100000,19,Senior,9,Hybrid-InPerson,Other,<20,Small,Employed,Developer,Bachelors,25-34 
Australia,93613,32,Senior,9,Remote,Healthcare,100 - 499,Medium,Employed,Developer,Bachelors,45-54 
Togo,10000,5,Mid,5,Flexible,Software Development,1,Small,Not employed,Developer,Bachelors,25-34 
United States of America,100000,5,Mid,8,Hybrid-InPerson,Manufacturing,10000+,Large,Employed,Data/AI,Bachelors,18-24
New Zealand,77101,39,Senior,9,Remote,Software Development,20 - 99 ,Small,Employed,Manager,Bachelors,45-54 
Australia,172275,25,Senior,6,Remote,Software Development,10000+,Large,Employed,Developer,Masters,35-44
United States of America,185000,10,Mid,3,Hybrid-InPerson,Computer System Services,10000+,Large,Employed,Developer,Masters,25-34 
Singapore,159349,30,Senior,8,Hybrid-InPerson,Fintech,100 - 499,Medium,Employed,Developer,Masters,45-54 
New Zealand,47586,4,Mid,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,35-44
China,69643,15,Mid,8,In-person,Banking Services,20 - 99 ,Small,Employed,Data/AI,Masters,25-34 
India,40684,10,Mid,8,Remote,Telecomm  Services,100 - 499,Medium,Employed,Developer,Bachelors,18-24
United States of America,90000,29,Senior,8,Hybrid-InPerson,Manufacturing,20 - 99 ,Small,Employed,Developer,Masters,45-54 
United States of America,115000,15,Mid,9,Hybrid-InPerson,Fintech,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
New Zealand,67464,7,Mid,5,Hybrid-Flexible,Software Development,500 - 999,Medium,Employed,Developer,Bachelors,25-34 
India,16274,10,Mid,8,Hybrid-Flexible,Healthcare,5000 - 9999,Large,Employed,Architect,Masters,25-34 
India,44462,11,Mid,4,Hybrid-Flexible,Telecomm  Services,10000+,Large,Employed,Developer,Bachelors,25-34 
Australia,146271,17,Senior,6,Flexible,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
India,23248,4,Mid,8,In-person,Software Development,10000+,Large,Employed,Developer,Bachelors,25-34 
Australia,45507,10,Mid,8,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,18-24
New Zealand,90353,15,Mid,8,Hybrid-Flexible,Fintech,<20,Small,Employed,Developer,Bachelors,25-34 
India,58120,10,Mid,7,In-person,Software Development,20 - 99 ,Small,Employed,Manager,Bachelors,25-34 
United Arab Emirates,44929,11,Mid,9,In-person,Supply Chain,5000 - 9999,Large,Employed,Developer,Bachelors,25-34 
United States of America,98000,13,Mid,7,In-person,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
France,81210,10,Mid,3,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Professional,25-34 
Germany,52903,6,Mid,8,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Secondary school ,25-34 
Germany,92812,28,Senior,8,Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Secondary school ,35-44
Finland,91652,16,Senior,7,Hybrid-Flexible,Other,<20,Small,Employed,Data/AI,Some college,35-44
Sweden,99580,12,Mid,8,Hybrid-Flexible,Fintech,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
India,3836,8,Mid,9,Flexible,Software Development,20 - 99 ,Small,Employed,Data/AI,Bachelors,18-24
India,58120,18,Senior,8,Remote,Software Development,10000+,Large,Employed,Developer,Bachelors,25-34 
Greece,34804,11,Mid,10,Flexible,Supply Chain,<20,Small,Self-employed,Architect,Bachelors,18-24
Norway,79062,10,Mid,9,In-person,Software Development,1000 - 4999,Medium,Employed,Developer,Masters,25-34 
Sweden,57861,8,Mid,8,Flexible,Software Development,1000 - 4999,Medium,Employed,Developer,Masters,25-34 
United States of America,475000,21,Senior,10,Remote,Other,100 - 499,Medium,Employed,Other,Professional,25-34 
Germany,174022,23,Senior,10,Remote,Software Development,10000+,Large,Employed,Architect,Masters,35-44
Germany,133417,28,Senior,8,Hybrid-InPerson,Computer System Services,500 - 999,Medium,Employed,Developer,Some college,55-64
Czech Republic,70208,23,Senior,9,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Masters,35-44
Taiwan,33886,10,Mid,5,In-person,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
United Kingdom of Great Britain and Northern Ireland,68071,9,Mid,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Manager,Bachelors,35-44
Ukraine,115,18,Senior,7,Flexible,Software Development,10000+,Large,Employed,Developer,Masters,25-34 
Austria,23203,4,Mid,8,In-person,Energy,5000 - 9999,Large,Employed,Developer,Secondary school ,18-24
Philippines,17120,9,Mid,10,Hybrid-InPerson,Fintech,<20,Small,Employed,Architect,Bachelors,18-24
Poland,44210,10,Mid,3,Hybrid-Flexible,Retail Services,500 - 999,Medium,Employed,Developer,Masters,25-34 
Sweden,88784,12,Mid,5,Hybrid-Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Some college,35-44
Sweden,62893,6,Mid,9,Flexible,Software Development,1000 - 4999,Medium,Employed,Data/AI,Masters,35-44
Germany,63808,7,Mid,8,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
Saudi Arabia,115161,15,Mid,8,In-person,Government,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
Austria,92812,20,Senior,9,Hybrid-Flexible,Banking Services,20 - 99 ,Small,Employed,Developer,Secondary school ,35-44
Ukraine,77000,14,Mid,8,Remote,Software Development,5000 - 9999,Large,Employed,Developer,Masters,25-34 
Romania,27570,8,Mid,8,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
Romania,55139,32,Senior,8,Flexible,Software Development,10000+,Large,Employed,Developer,Masters,45-54 
Turkey,75744,8,Mid,10,Remote,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,35-44
